Index,col,row,lat,lon,suitable_area(m2),Average_CF,Annual potential (GWh)
73,439,931,19.5,110.625,4.6E+08,0.174,3159.77
74,439,932,19.5,110.9375,6.1E+07,0.306,737.83
75,440,926,19.75,109.0625,6.5E+07,0.271,696.30
76,440,927,19.75,109.375,6.9E+08,0.187,5104.19
77,440,928,19.75,109.6875,8.6E+08,0.158,5350.85
78,440,929,19.75,110,8.5E+08,0.157,5316.70
79,440,930,19.75,110.3125,7.8E+08,0.195,6011.96
80,440,931,19.75,110.625,6.4E+08,0.238,6032.11
81,440,932,19.75,110.9375,5.7E+08,0.354,7998.47
82,441,927,20,109.375,1.6E+07,0.257,162.56
83,441,928,20,109.6875,2.3E+08,0.235,2125.50
84,441,929,20,110,2.8E+08,0.211,2312.10
85,441,930,20,110.3125,3.8E+08,0.244,3700.38
86,441,931,20,110.625,5.2E+08,0.307,6309.13
87,441,932,20,110.9375,2.5E+08,0.385,3743.42
88,441,933,20,111.25,1.0E+06,0.415,16.40
89,442,929,20.25,110,2.6E+08,0.277,2806.15
90,442,930,20.25,110.3125,1.9E+08,0.295,2171.89
91,442,931,20.25,110.625,8.0E+06,0.333,105.45
92,443,928,20.5,109.6875,3.3E+07,0.265,345.87
93,443,929,20.5,110,6.3E+08,0.305,7621.99
94,443,930,20.5,110.3125,6.2E+08,0.333,8159.91
95,443,931,20.5,110.625,6.4E+07,0.339,857.95
96,444,928,20.75,109.6875,2.7E+08,0.267,2838.60
97,444,929,20.75,110,8.2E+08,0.293,9517.70
98,444,930,20.75,110.3125,3.6E+08,0.306,4326.18
99,444,931,20.75,110.625,2.0E+06,0.327,25.89
100,444,950,20.75,116.5625,0.0E+00,0.445,0.00
101,444,951,20.75,116.875,0.0E+00,0.450,0.00
102,445,926,21,109.0625,1.3E+07,0.275,141.18
103,445,927,21,109.375,0.0E+00,0.255,0.00
104,445,928,21,109.6875,4.3E+08,0.255,4381.17
105,445,929,21,110,8.4E+08,0.274,9089.01
106,445,930,21,110.3125,2.1E+08,0.269,2275.68
107,445,931,21,110.625,1.1E+08,0.297,1233.18
108,446,901,21.25,101.25,9.6E+07,0.011,40.60
109,446,902,21.25,101.5625,8.0E+06,0.008,2.52
110,446,903,21.25,101.875,0.0E+00,0.021,0.00
111,446,928,21.25,109.6875,2.3E+08,0.250,2245.33
112,446,929,21.25,110,8.5E+08,0.254,8587.46
113,446,930,21.25,110.3125,5.8E+08,0.252,5806.56
114,446,931,21.25,110.625,4.3E+08,0.260,4431.25
115,446,933,21.25,111.25,0.0E+00,0.331,0.00
116,447,897,21.5,100,1.0E+06,0.006,0.26
117,447,898,21.5,100.3125,3.8E+07,0.010,14.65
118,447,899,21.5,100.625,1.6E+08,0.009,58.92
119,447,900,21.5,100.9375,4.0E+06,0.008,1.30
120,447,901,21.5,101.25,1.4E+08,0.005,25.56
121,447,902,21.5,101.5625,5.9E+07,0.008,17.62
122,447,903,21.5,101.875,0.0E+00,0.011,0.00
123,447,921,21.5,107.5,5.9E+07,0.081,188.18
124,447,922,21.5,107.8125,4.8E+07,0.165,313.44
125,447,923,21.5,108.125,1.8E+08,0.279,1992.99
126,447,924,21.5,108.4375,5.2E+07,0.306,629.69
127,447,925,21.5,108.75,4.0E+06,0.292,46.15
128,447,926,21.5,109.0625,2.2E+08,0.283,2476.42
129,447,927,21.5,109.375,5.9E+08,0.280,6566.14
130,447,928,21.5,109.6875,2.9E+08,0.253,2905.30
131,447,929,21.5,110,8.1E+08,0.257,8191.69
132,447,930,21.5,110.3125,8.4E+08,0.248,8218.28
133,447,931,21.5,110.625,8.8E+08,0.253,8828.35
134,447,932,21.5,110.9375,6.1E+08,0.246,5979.22
135,447,933,21.5,111.25,4.9E+08,0.276,5384.34
136,447,934,21.5,111.5625,2.7E+08,0.306,3282.79
137,447,935,21.5,111.875,4.6E+07,0.317,577.27
138,447,936,21.5,112.1875,1.0E+06,0.329,13.01
139,447,937,21.5,112.5,1.0E+06,0.329,13.00
140,447,938,21.5,112.8125,8.0E+06,0.342,108.18
141,448,897,21.75,100,1.1E+08,0.011,44.20
142,448,898,21.75,100.3125,3.4E+08,0.014,191.53
143,448,899,21.75,100.625,3.0E+08,0.016,182.38
144,448,900,21.75,100.9375,2.2E+08,0.004,34.91
145,448,901,21.75,101.25,1.2E+08,0.006,27.44
146,448,902,21.75,101.5625,4.2E+07,0.009,15.74
147,448,903,21.75,101.875,3.0E+06,0.013,1.49
148,448,919,21.75,106.875,3.0E+06,0.216,25.58
149,448,920,21.75,107.1875,1.5E+08,0.187,1069.28
150,448,921,21.75,107.5,2.2E+08,0.113,985.67
151,448,922,21.75,107.8125,4.0E+08,0.090,1401.20
152,448,923,21.75,108.125,5.3E+08,0.196,4081.03
153,448,924,21.75,108.4375,4.8E+08,0.317,6020.23
154,448,925,21.75,108.75,5.7E+08,0.318,7208.17
155,448,926,21.75,109.0625,8.1E+08,0.310,9876.87
156,448,927,21.75,109.375,8.2E+08,0.289,9323.80
157,448,928,21.75,109.6875,7.6E+08,0.268,8016.84
158,448,929,21.75,110,8.6E+08,0.263,8902.68
159,448,930,21.75,110.3125,7.5E+08,0.240,7077.62
160,448,931,21.75,110.625,8.5E+08,0.238,7945.77
161,448,932,21.75,110.9375,7.5E+08,0.203,6056.28
162,448,933,21.75,111.25,7.4E+08,0.172,4992.63
163,448,934,21.75,111.5625,6.7E+08,0.184,4847.52
164,448,935,21.75,111.875,4.6E+08,0.260,4686.01
165,448,936,21.75,112.1875,3.1E+08,0.286,3526.04
166,448,937,21.75,112.5,2.7E+08,0.277,2906.57
167,448,938,21.75,112.8125,5.2E+07,0.287,590.41
168,448,939,21.75,113.125,0.0E+00,0.320,0.00
169,448,942,21.75,114.0625,0.0E+00,0.341,0.00
170,448,964,21.75,120.9375,0.0E+00,0.491,0.00
171,449,894,22,99.0625,1.0E+06,0.004,0.17
172,449,895,22,99.375,2.5E+07,0.009,8.62
173,449,896,22,99.6875,1.1E+08,0.025,107.33
174,449,897,22,100,2.7E+08,0.013,140.89
175,449,898,22,100.3125,4.9E+08,0.020,387.93
176,449,899,22,100.625,4.4E+08,0.008,143.63
177,449,900,22,100.9375,3.0E+08,0.004,51.06
178,449,901,22,101.25,1.0E+08,0.008,32.77
179,449,902,22,101.5625,5.9E+07,0.013,29.92
180,449,903,22,101.875,0.0E+00,0.012,0.00
181,449,918,22,106.5625,3.5E+07,0.183,252.70
182,449,919,22,106.875,4.2E+08,0.197,3251.56
183,449,920,22,107.1875,5.3E+08,0.188,3914.06
184,449,921,22,107.5,4.2E+08,0.158,2632.01
185,449,922,22,107.8125,5.3E+08,0.135,2827.35
186,449,923,22,108.125,3.5E+08,0.170,2336.43
187,449,924,22,108.4375,7.4E+08,0.297,8736.34
188,449,925,22,108.75,8.3E+08,0.333,10958.85
189,449,926,22,109.0625,8.2E+08,0.324,10451.74
190,449,927,22,109.375,8.2E+08,0.286,9234.94
191,449,928,22,109.6875,6.7E+08,0.253,6680.16
192,449,929,22,110,7.8E+08,0.258,7962.74
193,449,930,22,110.3125,8.5E+08,0.254,8562.43
194,449,931,22,110.625,8.6E+08,0.228,7728.75
195,449,932,22,110.9375,8.0E+08,0.168,5349.06
196,449,933,22,111.25,5.8E+08,0.120,2727.11
197,449,934,22,111.5625,6.9E+08,0.162,4441.66
198,449,935,22,111.875,7.4E+08,0.218,6357.75
199,449,936,22,112.1875,7.7E+08,0.237,7204.02
200,449,937,22,112.5,5.2E+08,0.255,5268.94
201,449,938,22,112.8125,5.7E+08,0.229,5193.42
202,449,939,22,113.125,1.8E+08,0.269,1926.67
203,449,940,22,113.4375,6.2E+07,0.312,765.59
204,449,941,22,113.75,3.0E+06,0.309,36.70
205,449,942,22,114.0625,1.6E+07,0.308,194.86
206,449,943,22,114.375,2.0E+06,0.329,25.98
207,449,963,22,120.625,7.7E+07,0.440,1337.80
208,449,964,22,120.9375,3.0E+07,0.492,583.14
209,449,966,22,121.5625,6.0E+06,0.480,113.92
210,450,894,22.25,99.0625,2.4E+07,0.002,2.18
211,450,895,22.25,99.375,2.8E+08,0.005,57.77
212,450,896,22.25,99.6875,3.6E+08,0.028,390.89
213,450,897,22.25,100,4.6E+08,0.015,275.63
214,450,898,22.25,100.3125,3.1E+08,0.020,239.80
215,450,899,22.25,100.625,1.9E+08,0.008,59.66
216,450,900,22.25,100.9375,1.4E+08,0.009,48.75
217,450,901,22.25,101.25,8.0E+07,0.018,55.44
218,450,902,22.25,101.5625,9.0E+07,0.016,55.63
219,450,918,22.25,106.5625,9.6E+07,0.154,583.41
220,450,919,22.25,106.875,6.9E+08,0.186,5086.22
221,450,920,22.25,107.1875,7.5E+08,0.188,5578.87
222,450,921,22.25,107.5,8.4E+08,0.183,6051.62
223,450,922,22.25,107.8125,6.7E+08,0.184,4833.72
224,450,923,22.25,108.125,4.7E+08,0.217,4051.70
225,450,924,22.25,108.4375,7.6E+08,0.298,8938.38
226,450,925,22.25,108.75,8.6E+08,0.330,11173.51
227,450,926,22.25,109.0625,8.9E+08,0.312,10935.12
228,450,927,22.25,109.375,8.2E+08,0.263,8503.89
229,450,928,22.25,109.6875,6.2E+08,0.237,5782.35
230,450,929,22.25,110,7.5E+08,0.244,7227.85
231,450,930,22.25,110.3125,6.8E+08,0.239,6386.55
232,450,931,22.25,110.625,8.0E+08,0.228,7173.54
233,450,932,22.25,110.9375,8.1E+08,0.184,5908.08
234,450,933,22.25,111.25,5.9E+08,0.107,2472.91
235,450,934,22.25,111.5625,4.5E+08,0.135,2414.79
236,450,935,22.25,111.875,4.9E+08,0.169,3237.48
237,450,936,22.25,112.1875,4.8E+08,0.185,3503.25
238,450,937,22.25,112.5,8.2E+08,0.245,7982.71
239,450,938,22.25,112.8125,6.4E+08,0.231,5787.41
240,450,939,22.25,113.125,5.8E+08,0.245,5626.67
241,450,940,22.25,113.4375,2.6E+08,0.284,2872.58
242,450,941,22.25,113.75,2.1E+07,0.262,217.13
243,450,942,22.25,114.0625,6.3E+07,0.243,604.03
244,450,943,22.25,114.375,2.9E+07,0.284,325.13
245,450,962,22.25,120.3125,0.0E+00,0.205,0.00
246,450,963,22.25,120.625,6.7E+07,0.277,734.11
247,450,964,22.25,120.9375,1.4E+07,0.423,234.10
248,451,895,22.5,99.375,1.8E+08,0.003,23.13
249,451,896,22.5,99.6875,5.1E+08,0.014,287.00
250,451,897,22.5,100,4.6E+08,0.014,252.23
251,451,898,22.5,100.3125,3.1E+08,0.015,179.80
252,451,899,22.5,100.625,3.0E+08,0.007,78.15
253,451,900,22.5,100.9375,1.7E+08,0.011,73.79
254,451,901,22.5,101.25,1.3E+08,0.021,107.18
255,451,902,22.5,101.5625,2.6E+08,0.016,165.27
256,451,903,22.5,101.875,2.2E+08,0.007,63.05
257,451,904,22.5,102.1875,1.4E+08,0.008,41.79
258,451,905,22.5,102.5,0.0E+00,0.001,0.00
259,451,906,22.5,102.8125,3.0E+07,0.001,1.30
260,451,907,22.5,103.125,9.4E+07,0.001,2.22
261,451,908,22.5,103.4375,0.0E+00,0.001,0.00
262,451,909,22.5,103.75,8.0E+06,0.002,0.50
263,451,910,22.5,104.0625,1.6E+07,0.013,8.49
264,451,918,22.5,106.5625,2.8E+08,0.160,1745.79
265,451,919,22.5,106.875,5.5E+08,0.195,4216.27
266,451,920,22.5,107.1875,7.6E+08,0.197,5905.11
267,451,921,22.5,107.5,7.7E+08,0.204,6226.25
268,451,922,22.5,107.8125,8.2E+08,0.213,6868.88
269,451,923,22.5,108.125,8.0E+08,0.239,7540.78
270,451,924,22.5,108.4375,6.8E+08,0.299,8004.33
271,451,925,22.5,108.75,7.6E+08,0.336,10137.71
272,451,926,22.5,109.0625,8.2E+08,0.318,10361.40
273,451,927,22.5,109.375,8.2E+08,0.265,8530.33
274,451,928,22.5,109.6875,7.7E+08,0.227,6895.06
275,451,929,22.5,110,7.7E+08,0.231,6992.97
276,451,930,22.5,110.3125,8.2E+08,0.259,8389.61
277,451,931,22.5,110.625,7.4E+08,0.216,6316.10
278,451,932,22.5,110.9375,6.7E+08,0.189,4969.94
279,451,933,22.5,111.25,5.7E+08,0.111,2490.72
280,451,934,22.5,111.5625,5.2E+08,0.119,2452.46
281,451,935,22.5,111.875,5.3E+08,0.160,3363.34
282,451,936,22.5,112.1875,4.4E+08,0.127,2221.30
283,451,937,22.5,112.5,6.7E+08,0.201,5291.19
284,451,938,22.5,112.8125,6.8E+08,0.230,6210.19
285,451,939,22.5,113.125,4.5E+08,0.257,4555.09
286,451,940,22.5,113.4375,2.4E+08,0.269,2521.99
287,451,941,22.5,113.75,1.1E+07,0.234,101.88
288,451,942,22.5,114.0625,2.0E+08,0.227,1752.43
289,451,943,22.5,114.375,1.4E+08,0.224,1239.24
290,451,944,22.5,114.6875,2.9E+07,0.246,282.36
291,451,945,22.5,115,1.8E+07,0.290,206.63
292,451,962,22.5,120.3125,4.4E+07,0.164,285.25
293,451,963,22.5,120.625,2.9E+08,0.084,959.10
294,451,964,22.5,120.9375,1.3E+07,0.195,100.40
295,452,895,22.75,99.375,1.7E+08,0.005,35.30
296,452,896,22.75,99.6875,4.4E+08,0.010,170.15
297,452,897,22.75,100,4.2E+08,0.011,181.39
298,452,898,22.75,100.3125,3.7E+08,0.005,74.61
299,452,899,22.75,100.625,2.9E+08,0.008,88.85
300,452,900,22.75,100.9375,2.5E+08,0.010,94.51
301,452,901,22.75,101.25,1.9E+08,0.016,114.19
302,452,902,22.75,101.5625,1.1E+08,0.004,19.78
303,452,903,22.75,101.875,1.6E+08,0.009,54.74
304,452,904,22.75,102.1875,1.3E+08,0.002,9.02
305,452,905,22.75,102.5,1.1E+08,0.002,10.49
306,452,906,22.75,102.8125,2.3E+08,0.001,9.93
307,452,907,22.75,103.125,3.7E+08,0.001,13.05
308,452,908,22.75,103.4375,1.5E+08,0.003,15.03
309,452,909,22.75,103.75,1.9E+08,0.001,6.05
310,452,910,22.75,104.0625,2.0E+08,0.003,23.09
311,452,911,22.75,104.375,2.1E+08,0.004,31.00
312,452,912,22.75,104.6875,6.0E+07,0.001,1.97
313,452,917,22.75,106.25,6.0E+06,0.110,26.12
314,452,918,22.75,106.5625,1.0E+06,0.201,7.93
315,452,919,22.75,106.875,4.4E+08,0.214,3716.14
316,452,920,22.75,107.1875,7.2E+08,0.217,6192.14
317,452,921,22.75,107.5,6.9E+08,0.205,5610.79
318,452,922,22.75,107.8125,7.9E+08,0.207,6451.86
319,452,923,22.75,108.125,7.0E+08,0.230,6347.26
320,452,924,22.75,108.4375,7.9E+08,0.273,8506.89
321,452,925,22.75,108.75,8.2E+08,0.330,10732.51
322,452,926,22.75,109.0625,7.2E+08,0.310,8788.05
323,452,927,22.75,109.375,8.3E+08,0.258,8466.47
324,452,928,22.75,109.6875,8.1E+08,0.218,6997.50
325,452,929,22.75,110,7.6E+08,0.214,6456.19
326,452,930,22.75,110.3125,8.1E+08,0.218,6976.16
327,452,931,22.75,110.625,6.3E+08,0.179,4438.80
328,452,932,22.75,110.9375,4.9E+08,0.137,2662.51
329,452,933,22.75,111.25,5.2E+08,0.099,2025.60
330,452,934,22.75,111.5625,7.6E+08,0.143,4262.15
331,452,935,22.75,111.875,7.1E+08,0.156,4393.70
332,452,936,22.75,112.1875,5.4E+08,0.136,2875.90
333,452,937,22.75,112.5,6.3E+08,0.188,4690.38
334,452,938,22.75,112.8125,5.1E+08,0.229,4582.33
335,452,939,22.75,113.125,2.5E+08,0.251,2429.44
336,452,940,22.75,113.4375,2.6E+08,0.260,2698.15
337,452,941,22.75,113.75,8.7E+07,0.239,822.25
338,452,942,22.75,114.0625,2.2E+08,0.225,1951.83
339,452,943,22.75,114.375,4.4E+08,0.196,3429.61
340,452,944,22.75,114.6875,3.0E+08,0.185,2218.58
341,452,945,22.75,115,2.9E+08,0.188,2190.46
342,452,946,22.75,115.3125,2.6E+08,0.215,2193.41
343,452,947,22.75,115.625,1.4E+08,0.277,1542.42
344,452,948,22.75,115.9375,1.8E+08,0.320,2235.66
345,452,949,22.75,116.25,2.2E+07,0.357,310.15
346,452,962,22.75,120.3125,2.2E+08,0.159,1407.64
347,452,963,22.75,120.625,3.4E+08,0.031,415.46
348,452,964,22.75,120.9375,1.1E+08,0.053,218.25
349,452,965,22.75,121.25,4.1E+07,0.327,529.27
350,452,966,22.75,121.5625,2.0E+06,0.446,35.22
351,453,894,23,99.0625,4.0E+06,0.003,0.52
352,453,895,23,99.375,5.0E+07,0.009,18.66
353,453,896,23,99.6875,4.1E+08,0.003,48.12
354,453,897,23,100,4.1E+08,0.012,187.95
355,453,898,23,100.3125,3.8E+08,0.012,172.92
356,453,899,23,100.625,2.8E+08,0.012,130.87
357,453,900,23,100.9375,2.6E+08,0.015,157.45
358,453,901,23,101.25,1.5E+08,0.029,169.66
359,453,902,23,101.5625,1.9E+08,0.004,27.72
360,453,903,23,101.875,3.0E+08,0.002,27.44
361,453,904,23,102.1875,2.9E+08,0.007,75.02
362,453,905,23,102.5,2.8E+08,0.004,40.47
363,453,906,23,102.8125,2.7E+08,0.001,7.29
364,453,907,23,103.125,2.8E+08,0.002,16.73
365,453,908,23,103.4375,4.4E+08,0.003,46.58
366,453,909,23,103.75,2.3E+08,0.001,12.70
367,453,910,23,104.0625,6.1E+08,0.018,443.58
368,453,911,23,104.375,6.8E+08,0.031,833.92
369,453,912,23,104.6875,3.9E+08,0.003,41.87
370,453,913,23,105,1.0E+06,0.002,0.08
371,453,915,23,105.625,1.1E+08,0.021,87.97
372,453,916,23,105.9375,3.5E+08,0.042,582.61
373,453,917,23,106.25,5.2E+08,0.176,3627.13
374,453,918,23,106.5625,6.0E+08,0.214,5040.85
375,453,919,23,106.875,6.4E+08,0.234,5918.84
376,453,920,23,107.1875,7.0E+08,0.260,7150.51
377,453,921,23,107.5,5.6E+08,0.229,5099.96
378,453,922,23,107.8125,8.0E+08,0.203,6412.76
379,453,923,23,108.125,7.9E+08,0.213,6687.40
380,453,924,23,108.4375,6.6E+08,0.245,6416.44
381,453,925,23,108.75,5.6E+08,0.304,6756.42
382,453,926,23,109.0625,6.7E+08,0.310,8161.84
383,453,927,23,109.375,7.6E+08,0.216,6495.12
384,453,928,23,109.6875,8.4E+08,0.191,6332.11
385,453,929,23,110,8.4E+08,0.240,7933.69
386,453,930,23,110.3125,6.5E+08,0.187,4757.54
387,453,931,23,110.625,5.9E+08,0.175,4111.64
388,453,932,23,110.9375,6.7E+08,0.151,3958.12
389,453,933,23,111.25,6.9E+08,0.128,3500.42
390,453,934,23,111.5625,6.1E+08,0.136,3294.52
391,453,935,23,111.875,5.5E+08,0.108,2329.26
392,453,936,23,112.1875,5.0E+08,0.117,2283.90
393,453,937,23,112.5,5.5E+08,0.164,3587.32
394,453,938,23,112.8125,4.9E+08,0.213,4121.95
395,453,939,23,113.125,4.7E+07,0.280,519.76
396,453,940,23,113.4375,2.2E+08,0.250,2132.77
397,453,941,23,113.75,1.7E+08,0.218,1447.46
398,453,942,23,114.0625,2.7E+08,0.171,1830.11
399,453,943,23,114.375,6.0E+08,0.190,4495.30
400,453,944,23,114.6875,7.1E+08,0.173,4869.20
401,453,945,23,115,3.8E+08,0.086,1280.48
402,453,946,23,115.3125,5.7E+08,0.112,2515.73
403,453,947,23,115.625,7.3E+08,0.217,6281.32
404,453,948,23,115.9375,8.2E+08,0.231,7531.18
405,453,949,23,116.25,6.8E+08,0.261,7018.43
406,453,950,23,116.5625,2.5E+08,0.339,3392.36
407,453,961,23,120,3.5E+07,0.277,383.81
408,453,962,23,120.3125,4.3E+08,0.162,2760.50
409,453,963,23,120.625,3.6E+08,0.022,305.26
410,453,964,23,120.9375,1.2E+07,0.014,6.47
411,453,965,23,121.25,1.0E+08,0.112,452.31
412,454,893,23.25,98.75,0.0E+00,0.001,0.00
413,454,894,23.25,99.0625,1.0E+08,0.002,8.03
414,454,895,23.25,99.375,3.7E+08,0.006,82.86
415,454,896,23.25,99.6875,3.3E+08,0.010,129.44
416,454,897,23.25,100,3.3E+08,0.007,87.74
417,454,898,23.25,100.3125,2.5E+08,0.010,102.40
418,454,899,23.25,100.625,1.1E+08,0.012,55.62
419,454,900,23.25,100.9375,1.5E+08,0.018,102.34
420,454,901,23.25,101.25,2.1E+08,0.031,255.77
421,454,902,23.25,101.5625,2.9E+08,0.007,76.92
422,454,903,23.25,101.875,3.3E+08,0.007,89.54
423,454,904,23.25,102.1875,2.5E+08,0.010,100.49
424,454,905,23.25,102.5,3.0E+08,0.003,31.46
425,454,906,23.25,102.8125,3.6E+08,0.002,31.77
426,454,907,23.25,103.125,5.2E+08,0.007,151.88
427,454,908,23.25,103.4375,7.1E+08,0.022,615.66
428,454,909,23.25,103.75,5.6E+08,0.023,518.95
429,454,910,23.25,104.0625,6.1E+08,0.087,2099.01
430,454,911,23.25,104.375,5.4E+08,0.094,2014.20
431,454,912,23.25,104.6875,5.6E+08,0.027,610.94
432,454,913,23.25,105,4.3E+08,0.017,287.85
433,454,914,23.25,105.3125,1.8E+08,0.031,213.04
434,454,915,23.25,105.625,5.2E+08,0.046,953.48
435,454,916,23.25,105.9375,5.3E+08,0.101,2138.17
436,454,917,23.25,106.25,7.3E+08,0.211,6112.40
437,454,918,23.25,106.5625,7.0E+08,0.215,5967.58
438,454,919,23.25,106.875,7.1E+08,0.240,6705.45
439,454,920,23.25,107.1875,7.1E+08,0.238,6709.58
440,454,921,23.25,107.5,7.1E+08,0.198,5576.89
441,454,922,23.25,107.8125,7.3E+08,0.219,6290.90
442,454,923,23.25,108.125,8.3E+08,0.214,7005.01
443,454,924,23.25,108.4375,7.0E+08,0.187,5161.36
444,454,925,23.25,108.75,6.6E+08,0.231,6025.82
445,454,926,23.25,109.0625,8.1E+08,0.314,10029.97
446,454,927,23.25,109.375,7.1E+08,0.222,6270.37
447,454,928,23.25,109.6875,7.0E+08,0.152,4200.14
448,454,929,23.25,110,8.3E+08,0.182,5988.20
449,454,930,23.25,110.3125,6.9E+08,0.197,5344.92
450,454,931,23.25,110.625,5.9E+08,0.191,4423.72
451,454,932,23.25,110.9375,5.3E+08,0.166,3491.63
452,454,933,23.25,111.25,6.2E+08,0.135,3299.41
453,454,934,23.25,111.5625,5.6E+08,0.130,2885.07
454,454,935,23.25,111.875,6.4E+08,0.106,2690.43
455,454,936,23.25,112.1875,5.7E+08,0.119,2700.65
456,454,937,23.25,112.5,3.4E+08,0.132,1773.61
457,454,938,23.25,112.8125,5.0E+08,0.210,4168.92
458,454,939,23.25,113.125,1.9E+08,0.272,2055.01
459,454,940,23.25,113.4375,4.1E+08,0.239,3843.36
460,454,941,23.25,113.75,6.3E+08,0.172,4279.72
461,454,942,23.25,114.0625,5.5E+08,0.116,2518.38
462,454,943,23.25,114.375,4.6E+08,0.146,2627.36
463,454,944,23.25,114.6875,4.1E+08,0.161,2577.09
464,454,945,23.25,115,3.4E+08,0.109,1474.93
465,454,946,23.25,115.3125,2.4E+08,0.092,850.38
466,454,947,23.25,115.625,4.4E+08,0.108,1872.00
467,454,948,23.25,115.9375,6.1E+08,0.143,3425.81
468,454,949,23.25,116.25,5.8E+08,0.182,4172.11
469,454,950,23.25,116.5625,4.2E+08,0.258,4268.05
470,454,951,23.25,116.875,3.7E+07,0.350,512.11
471,454,952,23.25,117.1875,0.0E+00,0.406,0.00
472,454,959,23.25,119.375,1.0E+06,0.408,16.14
473,454,960,23.25,119.6875,0.0E+00,0.380,0.00
474,454,961,23.25,120,4.7E+07,0.316,587.65
